p,l,d,W
1E-01,2E-01,6E+00,1.26711E+00
1E-01,2E-01,7E+00,1.29349E+00
1E-01,2E-01,8E+00,1.31364E+00
1E-01,2E-01,9E+00,1.32954E+00
1E-01,2E-01,1E+01,1.34292E+00
1E-01,2E-01,1.2E+01,1.36544E+00
1E-01,2E-01,1.4E+01,1.38256E+00
1E-01,2E-01,1.6E+01,1.3959E+00
1E-01,2E-01,1.8E+01,1.40677E+00
1E-01,2E-01,2E+01,1.4159E+00
1E-01,2E-01,2.5E+01,1.43161E+00
1E-01,2E-01,3E+01,1.44358E+00
1E-01,2E-01,3.5E+01,1.4532E+00
1E-01,2E-01,4E+01,1.46103E+00
1E-01,2E-01,4.5E+01,1.46744E+00
1E-01,2E-01,5E+01,1.47264E+00
1E-01,2E-01,6E+01,1.48014E+00
1E-01,2E-01,7E+01,1.4852E+00
1E-01,2E-01,8E+01,1.48887E+00
1E-01,2E-01,9E+01,1.49184E+00
1E-01,2E-01,1E+02,1.49693E+00
1E-01,2E-01,1.2E+02,1.50293E+00
1E-01,2E-01,1.4E+02,1.50737E+00
1E-01,2E-01,1.6E+02,1.51049E+00
1E-01,2E-01,1.8E+02,1.51277E+00
1E-01,2E-01,2E+02,1.51447E+00
1E-01,2E-01,3E+02,1.51888E+00
1E-01,2E-01,4E+02,1.52071E+00
1E-01,2E-01,5E+02,1.52161E+00
1E-01,2E-01,1E+03,1.52241E+00
1E-01,3E-01,0E+00,7.73577E-01
1E-01,3E-01,1E-05,7.73578E-01
1E-01,3E-01,1E-04,7.73594E-01
1E-01,3E-01,1E-03,7.73746E-01
1E-01,3E-01,1E-02,7.75269E-01
1E-01,3E-01,1E-01,7.90237E-01
1E-01,3E-01,2E-01,8.0551E-01
1E-01,3E-01,3E-01,8.20106E-01
1E-01,3E-01,4E-01,8.34003E-01
1E-01,3E-01,5E-01,8.4723E-01
1E-01,3E-01,6E-01,8.59865E-01
1E-01,3E-01,7E-01,8.7203E-01
1E-01,3E-01,8E-01,8.83819E-01
1E-01,3E-01,9E-01,8.95306E-01
1E-01,3E-01,1E+00,9.06546E-01
1E-01,3E-01,2E+00,1.00046E+00
1E-01,3E-01,3E+00,1.07449E+00
1E-01,3E-01,4E+00,1.13389E+00
1E-01,3E-01,5E+00,1.18017E+00
1E-01,3E-01,6E+00,1.21516E+00
1E-01,3E-01,7E+00,1.24188E+00
1E-01,3E-01,8E+00,1.26275E+00
1E-01,3E-01,9E+00,1.27958E+00
1E-01,3E-01,1E+01,1.29393E+00
1E-01,3E-01,1.2E+01,1.31821E+00
1E-01,3E-01,1.4E+01,1.33681E+00
1E-01,3E-01,1.6E+01,1.35143E+00
1E-01,3E-01,1.8E+01,1.36348E+00
1E-01,3E-01,2E+01,1.37373E+00
1E-01,3E-01,2.5E+01,1.3925E+00
1E-01,3E-01,3E+01,1.4073E+00
1E-01,3E-01,3.5E+01,1.41947E+00
1E-01,3E-01,4E+01,1.42957E+00
1E-01,3E-01,4.5E+01,1.43797E+00
1E-01,3E-01,5E+01,1.44489E+00
1E-01,3E-01,6E+01,1.45512E+00
1E-01,3E-01,7E+01,1.46228E+00
1E-01,3E-01,8E+01,1.46768E+00
1E-01,3E-01,9E+01,1.47215E+00
1E-01,3E-01,1E+02,1.47874E+00
1E-01,3E-01,1.2E+02,1.48733E+00
1E-01,3E-01,1.4E+02,1.49365E+00
1E-01,3E-01,1.6E+02,1.49807E+00
1E-01,3E-01,1.8E+02,1.50131E+00
1E-01,3E-01,2E+02,1.50373E+00
1E-01,3E-01,3E+02,1.51016E+00
1E-01,3E-01,4E+02,1.51308E+00
1E-01,3E-01,5E+02,1.51478E+00
1E-01,3E-01,1E+03,1.51877E+00
1E-01,4E-01,0E+00,7.434E-01
1E-01,4E-01,1E-05,7.43402E-01
1E-01,4E-01,1E-04,7.43417E-01
1E-01,4E-01,1E-03,7.43562E-01
1E-01,4E-01,1E-02,7.45012E-01
1E-01,4E-01,1E-01,7.59265E-01
1E-01,4E-01,2E-01,7.7383E-01
1E-01,4E-01,3E-01,7.87748E-01
1E-01,4E-01,4E-01,8.00997E-01
1E-01,4E-01,5E-01,8.13601E-01
1E-01,4E-01,6E-01,8.25636E-01
1E-01,4E-01,7E-01,8.37237E-01
1E-01,4E-01,8E-01,8.48505E-01
1E-01,4E-01,9E-01,8.59524E-01
1E-01,4E-01,1E+00,8.70354E-01
1E-01,4E-01,2E+00,9.60917E-01
1E-01,4E-01,3E+00,1.03129E+00
1E-01,4E-01,4E+00,1.08755E+00
1E-01,4E-01,5E+00,1.13173E+00
1E-01,4E-01,6E+00,1.16592E+00
1E-01,4E-01,7E+00,1.19284E+00
1E-01,4E-01,8E+00,1.21453E+00
1E-01,4E-01,9E+00,1.23254E+00
1E-01,4E-01,1E+01,1.24813E+00
1E-01,4E-01,1.2E+01,1.27445E+00
1E-01,4E-01,1.4E+01,1.29454E+00
1E-01,4E-01,1.6E+01,1.3103E+00
1E-01,4E-01,1.8E+01,1.32327E+00
1E-01,4E-01,2E+01,1.33438E+00
1E-01,4E-01,2.5E+01,1.35589E+00
1E-01,4E-01,3E+01,1.37323E+00
1E-01,4E-01,3.5E+01,1.38774E+00
1E-01,4E-01,4E+01,1.39994E+00
1E-01,4E-01,4.5E+01,1.41023E+00
1E-01,4E-01,5E+01,1.41882E+00
1E-01,4E-01,6E+01,1.43181E+00
1E-01,4E-01,7E+01,1.44121E+00
1E-01,4E-01,8E+01,1.44851E+00
1E-01,4E-01,9E+01,1.45469E+00
1E-01,4E-01,1E+02,1.46167E+00
1E-01,4E-01,1.2E+02,1.47269E+00
1E-01,4E-01,1.4E+02,1.48075E+00
1E-01,4E-01,1.6E+02,1.48641E+00
1E-01,4E-01,1.8E+02,1.49056E+00
1E-01,4E-01,2E+02,1.49369E+00
1E-01,4E-01,3E+02,1.50222E+00
1E-01,4E-01,4E+02,1.5063E+00
1E-01,4E-01,5E+02,1.50881E+00
1E-01,4E-01,1E+03,1.51537E+00
1E-01,5E-01,0E+00,7.16529E-01
1E-01,5E-01,1E-05,7.1653E-01
1E-01,5E-01,1E-04,7.16544E-01
1E-01,5E-01,1E-03,7.16682E-01
1E-01,5E-01,1E-02,7.18066E-01
1E-01,5E-01,1E-01,7.31664E-01
1E-01,5E-01,2E-01,7.45583E-01
1E-01,5E-01,3E-01,7.58885E-01
1E-01,5E-01,4E-01,7.71542E-01
1E-01,5E-01,5E-01,7.83576E-01
1E-01,5E-01,6E-01,7.95062E-01
1E-01,5E-01,7E-01,8.06143E-01
1E-01,5E-01,8E-01,8.16935E-01
1E-01,5E-01,9E-01,8.27529E-01
1E-01,5E-01,1E+00,8.37992E-01
1E-01,5E-01,2E+00,9.25492E-01
1E-01,5E-01,3E+00,9.9235E-01
1E-01,5E-01,4E+00,1.04552E+00
1E-01,5E-01,5E+00,1.08762E+00
1E-01,5E-01,6E+00,1.12101E+00
1E-01,5E-01,7E+00,1.14811E+00
1E-01,5E-01,8E+00,1.17062E+00
1E-01,5E-01,9E+00,1.18977E+00
1E-01,5E-01,1E+01,1.20658E+00
1E-01,5E-01,1.2E+01,1.23489E+00
1E-01,5E-01,1.4E+01,1.25639E+00
1E-01,5E-01,1.6E+01,1.27317E+00
1E-01,5E-01,1.8E+01,1.28695E+00
1E-01,5E-01,2E+01,1.29877E+00
1E-01,5E-01,2.5E+01,1.32263E+00
1E-01,5E-01,3E+01,1.34215E+00
1E-01,5E-01,3.5E+01,1.35866E+00
1E-01,5E-01,4E+01,1.37266E+00
1E-01,5E-01,4.5E+01,1.3846E+00
1E-01,5E-01,5E+01,1.39465E+00
1E-01,5E-01,6E+01,1.41013E+00
1E-01,5E-01,7E+01,1.42162E+00
1E-01,5E-01,8E+01,1.43074E+00
1E-01,5E-01,9E+01,1.43855E+00
1E-01,5E-01,1E+02,1.44579E+00
1E-01,5E-01,1.2E+02,1.45898E+00
1E-01,5E-01,1.4E+02,1.46861E+00
1E-01,5E-01,1.6E+02,1.4754E+00
1E-01,5E-01,1.8E+02,1.48041E+00
1E-01,5E-01,2E+02,1.48424E+00
1E-01,5E-01,3E+02,1.49497E+00
1E-01,5E-01,4E+02,1.50034E+00
1E-01,5E-01,5E+02,1.50368E+00
1E-01,5E-01,1E+03,1.51194E+00
1E-01,6E-01,0E+00,6.91467E-01
1E-01,6E-01,1E-05,6.91468E-01
1E-01,6E-01,1E-04,6.91481E-01
1E-01,6E-01,1E-03,6.91613E-01
1E-01,6E-01,1E-02,6.92934E-01
1E-01,6E-01,1E-01,7.05911E-01
1E-01,6E-01,2E-01,7.19212E-01
1E-01,6E-01,3E-01,7.31925E-01
1E-01,6E-01,4E-01,7.44025E-01
1E-01,6E-01,5E-01,7.55528E-01
1E-01,6E-01,6E-01,7.66509E-01
1E-01,6E-01,7E-01,7.77115E-01
1E-01,6E-01,8E-01,7.87462E-01
1E-01,6E-01,9E-01,7.97644E-01
1E-01,6E-01,1E+00,8.07731E-01
1E-01,6E-01,2E+00,8.92315E-01
1E-01,6E-01,3E+00,9.56592E-01
1E-01,6E-01,4E+00,1.00774E+00
1E-01,6E-01,5E+00,1.0486E+00
1E-01,6E-01,6E+00,1.08161E+00
1E-01,6E-01,7E+00,1.10898E+00
1E-01,6E-01,8E+00,1.13218E+00
1E-01,6E-01,9E+00,1.15223E+00
1E-01,6E-01,1E+01,1.17E+00
1E-01,6E-01,1.2E+01,1.19997E+00
1E-01,6E-01,1.4E+01,1.22272E+00
1E-01,6E-01,1.6E+01,1.24047E+00
1E-01,6E-01,1.8E+01,1.25504E+00
1E-01,6E-01,2E+01,1.26756E+00
1E-01,6E-01,2.5E+01,1.29335E+00
1E-01,6E-01,3E+01,1.31459E+00
1E-01,6E-01,3.5E+01,1.33267E+00
1E-01,6E-01,4E+01,1.3481E+00
1E-01,6E-01,4.5E+01,1.36132E+00
1E-01,6E-01,5E+01,1.37254E+00
1E-01,6E-01,6E+01,1.39002E+00
1E-01,6E-01,7E+01,1.4032E+00
1E-01,6E-01,8E+01,1.41381E+00
1E-01,6E-01,9E+01,1.42298E+00
1E-01,6E-01,1E+02,1.43118E+00
1E-01,6E-01,1.2E+02,1.44622E+00
1E-01,6E-01,1.4E+02,1.4572E+00
1E-01,6E-01,1.6E+02,1.46501E+00
1E-01,6E-01,1.8E+02,1.47083E+00
1E-01,6E-01,2E+02,1.47533E+00
1E-01,6E-01,3E+02,1.48838E+00
1E-01,6E-01,4E+02,1.49515E+00
1E-01,6E-01,5E+02,1.49934E+00
1E-01,6E-01,1E+03,1.5083E+00
1E-01,7E-01,0E+00,6.67863E-01
1E-01,7E-01,1E-05,6.67864E-01
1E-01,7E-01,1E-04,6.67877E-01
1E-01,7E-01,1E-03,6.68003E-01
1E-01,7E-01,1E-02,6.69263E-01
1E-01,7E-01,1E-01,6.81649E-01
1E-01,7E-01,2E-01,6.94353E-01
1E-01,7E-01,3E-01,7.06502E-01
1E-01,7E-01,4E-01,7.18071E-01
1E-01,7E-01,5E-01,7.29079E-01
1E-01,7E-01,6E-01,7.39597E-01
1E-01,7E-01,7E-01,7.49764E-01
1E-01,7E-01,8E-01,7.59694E-01
1E-01,7E-01,9E-01,7.69474E-01
1E-01,7E-01,1E+00,7.79173E-01
1E-01,7E-01,2E+00,8.60959E-01
1E-01,7E-01,3E+00,9.23538E-01
1E-01,7E-01,4E+00,9.73668E-01
1E-01,7E-01,5E+00,1.01409E+00
1E-01,7E-01,6E+00,1.04713E+00
1E-01,7E-01,7E+00,1.07485E+00
1E-01,7E-01,8E+00,1.0986E+00
1E-01,7E-01,9E+00,1.11933E+00
1E-01,7E-01,1E+01,1.13782E+00
1E-01,7E-01,1.2E+01,1.16912E+00
1E-01,7E-01,1.4E+01,1.19296E+00
1E-01,7E-01,1.6E+01,1.21162E+00
1E-01,7E-01,1.8E+01,1.22698E+00
1E-01,7E-01,2E+01,1.24021E+00
1E-01,7E-01,2.5E+01,1.26756E+00
1E-01,7E-01,3E+01,1.29017E+00
1E-01,7E-01,3.5E+01,1.30946E+00
1E-01,7E-01,4E+01,1.32598E+00
1E-01,7E-01,4.5E+01,1.34019E+00
1E-01,7E-01,5E+01,1.3523E+00
1E-01,7E-01,6E+01,1.37133E+00
1E-01,7E-01,7E+01,1.38584E+00
1E-01,7E-01,8E+01,1.39763E+00
1E-01,7E-01,9E+01,1.4079E+00
1E-01,7E-01,1E+02,1.41749E+00
1E-01,7E-01,1.2E+02,1.43415E+00
1E-01,7E-01,1.4E+02,1.44634E+00
1E-01,7E-01,1.6E+02,1.45507E+00
1E-01,7E-01,1.8E+02,1.46164E+00
1E-01,7E-01,2E+02,1.46679E+00
1E-01,7E-01,3E+02,1.48218E+00
1E-01,7E-01,4E+02,1.49039E+00
1E-01,7E-01,5E+02,1.49541E+00
1E-01,7E-01,1E+03,1.50433E+00
1E-01,8E-01,0E+00,6.45653E-01
1E-01,8E-01,1E-05,6.45654E-01
1E-01,8E-01,1E-04,6.45666E-01
1E-01,8E-01,1E-03,6.45786E-01
1E-01,8E-01,1E-02,6.46989E-01
1E-01,8E-01,1E-01,6.58813E-01
1E-01,8E-01,2E-01,6.70944E-01
1E-01,8E-01,3E-01,6.82553E-01
1E-01,8E-01,4E-01,6.93621E-01
1E-01,8E-01,5E-01,7.04165E-01
1E-01,8E-01,6E-01,7.14254E-01
1E-01,8E-01,7E-01,7.24015E-01
1E-01,8E-01,8E-01,7.33551E-01
1E-01,8E-01,9E-01,7.42943E-01
1E-01,8E-01,1E+00,7.52251E-01
1E-01,8E-01,2E+00,8.31354E-01
1E-01,8E-01,3E+00,8.92855E-01
1E-01,8E-01,4E+00,9.42666E-01
1E-01,8E-01,5E+00,9.83195E-01
1E-01,8E-01,6E+00,1.01653E+00
1E-01,8E-01,7E+00,1.04464E+00
1E-01,8E-01,8E+00,1.06885E+00
1E-01,8E-01,9E+00,1.09009E+00
1E-01,8E-01,1E+01,1.10911E+00
1E-01,8E-01,1.2E+01,1.14149E+00
1E-01,8E-01,1.4E+01,1.1663E+00
1E-01,8E-01,1.6E+01,1.18583E+00
1E-01,8E-01,1.8E+01,1.20197E+00
1E-01,8E-01,2E+01,1.2159E+00
1E-01,8E-01,2.5E+01,1.24455E+00
1E-01,8E-01,3E+01,1.26824E+00
1E-01,8E-01,3.5E+01,1.28849E+00
1E-01,8E-01,4E+01,1.30586E+00
1E-01,8E-01,4.5E+01,1.32084E+00
1E-01,8E-01,5E+01,1.33365E+00
1E-01,8E-01,6E+01,1.35389E+00
1E-01,8E-01,7E+01,1.36946E+00
1E-01,8E-01,8E+01,1.38221E+00
1E-01,8E-01,9E+01,1.39336E+00
1E-01,8E-01,1E+02,1.40431E+00
1E-01,8E-01,1.2E+02,1.42246E+00
1E-01,8E-01,1.4E+02,1.43578E+00
1E-01,8E-01,1.6E+02,1.44537E+00
1E-01,8E-01,1.8E+02,1.45266E+00
1E-01,8E-01,2E+02,1.45842E+00
1E-01,8E-01,3E+02,1.47606E+00
1E-01,8E-01,4E+02,1.48565E+00
1E-01,8E-01,5E+02,1.49144E+00
1E-01,8E-01,1E+03,1.49992E+00
1E-01,9E-01,0E+00,6.2477E-01
1E-01,9E-01,1E-05,6.24772E-01
1E-01,9E-01,1E-04,6.24783E-01
1E-01,9E-01,1E-03,6.24898E-01
1E-01,9E-01,1E-02,6.26046E-01
1E-01,9E-01,1E-01,6.37337E-01
1E-01,9E-01,2E-01,6.48923E-01
1E-01,9E-01,3E-01,6.60019E-01
1E-01,9E-01,4E-01,6.70611E-01
1E-01,9E-01,5E-01,6.80719E-01
1E-01,9E-01,6E-01,6.90408E-01
1E-01,9E-01,7E-01,6.99791E-01
1E-01,9E-01,8E-01,7.08956E-01
1E-01,9E-01,9E-01,7.17974E-01
1E-01,9E-01,1E+00,7.26899E-01
1E-01,9E-01,2E+00,8.03432E-01
1E-01,9E-01,3E+00,8.64211E-01
1E-01,9E-01,4E+00,9.14085E-01
1E-01,9E-01,5E+00,9.55009E-01
1E-01,9E-01,6E+00,9.88769E-01
1E-01,9E-01,7E+00,1.01728E+00
1E-01,9E-01,8E+00,1.04188E+00
1E-01,9E-01,9E+00,1.06351E+00
1E-01,9E-01,1E+01,1.08294E+00
1E-01,9E-01,1.2E+01,1.11624E+00
1E-01,9E-01,1.4E+01,1.14194E+00
1E-01,9E-01,1.6E+01,1.16229E+00
1E-01,9E-01,1.8E+01,1.17918E+00
1E-01,9E-01,2E+01,1.19381E+00
1E-01,9E-01,2.5E+01,1.22358E+00
1E-01,9E-01,3E+01,1.24819E+00
1E-01,9E-01,3.5E+01,1.26923E+00
1E-01,9E-01,4E+01,1.28731E+00
1E-01,9E-01,4.5E+01,1.30292E+00
1E-01,9E-01,5E+01,1.3163E+00
1E-01,9E-01,6E+01,1.33755E+00
1E-01,9E-01,7E+01,1.354E+00
1E-01,9E-01,8E+01,1.36755E+00
1E-01,9E-01,9E+01,1.37944E+00
1E-01,9E-01,1E+02,1.39125E+00
1E-01,9E-01,1.2E+02,1.41087E+00
1E-01,9E-01,1.4E+02,1.4253E+00
1E-01,9E-01,1.6E+02,1.43574E+00
1E-01,9E-01,1.8E+02,1.44372E+00
1E-01,9E-01,2E+02,1.45006E+00
1E-01,9E-01,3E+02,1.46974E+00
1E-01,9E-01,4E+02,1.48054E+00
1E-01,9E-01,5E+02,1.48698E+00
1E-01,9E-01,1E+03,1.49494E+00
1E-01,1E+00,0E+00,6.05151E-01
1E-01,1E+00,1E-05,6.05152E-01
1E-01,1E+00,1E-04,6.05163E-01
1E-01,1E+00,1E-03,6.05273E-01
1E-01,1E+00,1E-02,6.0637E-01
1E-01,1E+00,1E-01,6.17157E-01
1E-01,1E+00,2E-01,6.28226E-01
1E-01,1E+00,3E-01,6.38837E-01
1E-01,1E+00,4E-01,6.48979E-01
1E-01,1E+00,5E-01,6.58677E-01
1E-01,1E+00,6E-01,6.6799E-01
1E-01,1E+00,7E-01,6.77015E-01
1E-01,1E+00,8E-01,6.85829E-01
1E-01,1E+00,9E-01,6.94492E-01
1E-01,1E+00,1E+00,7.03049E-01
1E-01,1E+00,2E+00,7.77124E-01
1E-01,1E+00,3E+00,8.3727E-01
1E-01,1E+00,4E+00,8.87276E-01
1E-01,1E+00,5E+00,9.28629E-01
1E-01,1E+00,6E+00,9.62818E-01
1E-01,1E+00,7E+00,9.91706E-01
1E-01,1E+00,8E+00,1.01664E+00
1E-01,1E+00,9E+00,1.03861E+00
1E-01,1E+00,1E+01,1.05841E+00
1E-01,1E+00,1.2E+01,1.09254E+00
1E-01,1E+00,1.4E+01,1.11906E+00
1E-01,1E+00,1.6E+01,1.14019E+00
1E-01,1E+00,1.8E+01,1.15781E+00
1E-01,1E+00,2E+01,1.17309E+00
1E-01,1E+00,2.5E+01,1.20392E+00
1E-01,1E+00,3E+01,1.22939E+00
1E-01,1E+00,3.5E+01,1.25117E+00
1E-01,1E+00,4E+01,1.26989E+00
1E-01,1E+00,4.5E+01,1.28609E+00
1E-01,1E+00,5E+01,1.29999E+00
1E-01,1E+00,6E+01,1.32214E+00
1E-01,1E+00,7E+01,1.33938E+00
1E-01,1E+00,8E+01,1.35364E+00
1E-01,1E+00,9E+01,1.3662E+00
1E-01,1E+00,1E+02,1.37793E+00
1E-01,1E+00,1.2E+02,1.39911E+00
1E-01,1E+00,1.4E+02,1.4147E+00
1E-01,1E+00,1.6E+02,1.42599E+00
1E-01,1E+00,1.8E+02,1.43463E+00
1E-01,1E+00,2E+02,1.44151E+00
1E-01,1E+00,3E+02,1.46293E+00
1E-01,1E+00,4E+02,1.47467E+00
1E-01,1E+00,5E+02,1.4816E+00
1E-01,1E+00,1E+03,1.48928E+00
1E-01,1.25E+00,0E+00,5.61177E-01
1E-01,1.25E+00,1E-05,5.61178E-01
1E-01,1.25E+00,1E-04,5.61188E-01
1E-01,1.25E+00,1E-03,5.61286E-01
1E-01,1.25E+00,1E-02,5.62267E-01
1E-01,1.25E+00,1E-01,5.7192E-01
1E-01,1.25E+00,2E-01,5.81831E-01
1E-01,1.25E+00,3E-01,5.9135E-01
1E-01,1.25E+00,4E-01,6.00479E-01
1E-01,1.25E+00,5E-01,6.09242E-01
1E-01,1.25E+00,6E-01,6.17691E-01
1E-01,1.25E+00,7E-01,6.25896E-01
1E-01,1.25E+00,8E-01,6.33908E-01
1E-01,1.25E+00,9E-01,6.41771E-01
1E-01,1.25E+00,1E+00,6.49513E-01
1E-01,1.25E+00,2E+00,7.17901E-01
1E-01,1.25E+00,3E+00,7.75878E-01
1E-01,1.25E+00,4E+00,8.25342E-01
1E-01,1.25E+00,5E+00,8.6698E-01
1E-01,1.25E+00,6E+00,9.01736E-01
1E-01,1.25E+00,7E+00,9.31305E-01
1E-01,1.25E+00,8E+00,9.57005E-01
1E-01,1.25E+00,9E+00,9.79812E-01
1E-01,1.25E+00,1E+01,1.00054E+00
1E-01,1.25E+00,1.2E+01,1.03667E+00
1E-01,1.25E+00,1.4E+01,1.06512E+00
1E-01,1.25E+00,1.6E+01,1.08803E+00
1E-01,1.25E+00,1.8E+01,1.10729E+00
1E-01,1.25E+00,2E+01,1.12408E+00
1E-01,1.25E+00,2.5E+01,1.1576E+00
1E-01,1.25E+00,3E+01,1.18533E+00
1E-01,1.25E+00,3.5E+01,1.20907E+00
1E-01,1.25E+00,4E+01,1.22951E+00
1E-01,1.25E+00,4.5E+01,1.24724E+00
1E-01,1.25E+00,5E+01,1.2625E+00
1E-01,1.25E+00,6E+01,1.28695E+00
1E-01,1.25E+00,7E+01,1.30612E+00
1E-01,1.25E+00,8E+01,1.32209E+00
1E-01,1.25E+00,9E+01,1.33623E+00
1E-01,1.25E+00,1E+02,1.34626E+00
1E-01,1.25E+00,1.2E+02,1.37125E+00
1E-01,1.25E+00,1.4E+02,1.38963E+00
1E-01,1.25E+00,1.6E+02,1.40287E+00
1E-01,1.25E+00,1.8E+02,1.41292E+00
1E-01,1.25E+00,2E+02,1.42083E+00
1E-01,1.25E+00,3E+02,1.44489E+00
1E-01,1.25E+00,4E+02,1.4577E+00
1E-01,1.25E+00,5E+02,1.46517E+00
1E-01,1.25E+00,1E+03,1.47367E+00
1E-01,1.5E+00,0E+00,5.23536E-01
1E-01,1.5E+00,1E-05,5.23537E-01
1E-01,1.5E+00,1E-04,5.23546E-01
1E-01,1.5E+00,1E-03,5.23634E-01
1E-01,1.5E+00,1E-02,5.24516E-01
1E-01,1.5E+00,1E-01,5.33191E-01
1E-01,1.5E+00,2E-01,5.42113E-01
1E-01,1.5E+00,3E-01,5.50697E-01
1E-01,1.5E+00,4E-01,5.5895E-01
1E-01,1.5E+00,5E-01,5.66896E-01
1E-01,1.5E+00,6E-01,5.7458E-01
1E-01,1.5E+00,7E-01,5.82057E-01
1E-01,1.5E+00,8E-01,5.89366E-01
1E-01,1.5E+00,9E-01,5.96539E-01
1E-01,1.5E+00,1E+00,6.036E-01
1E-01,1.5E+00,2E+00,6.6691E-01
1E-01,1.5E+00,3E+00,7.21993E-01
1E-01,1.5E+00,4E+00,7.69832E-01
1E-01,1.5E+00,5E+00,8.10762E-01
1E-01,1.5E+00,6E+00,8.4545E-01
1E-01,1.5E+00,7E+00,8.75377E-01
1E-01,1.5E+00,8E+00,9.01724E-01
1E-01,1.5E+00,9E+00,9.25364E-01
1E-01,1.5E+00,1E+01,9.47025E-01
1E-01,1.5E+00,1.2E+01,9.85056E-01
1E-01,1.5E+00,1.4E+01,1.01524E+00
1E-01,1.5E+00,1.6E+01,1.0397E+00
1E-01,1.5E+00,1.8E+01,1.06039E+00
1E-01,1.5E+00,2E+01,1.07849E+00
1E-01,1.5E+00,2.5E+01,1.11474E+00
1E-01,1.5E+00,3E+01,1.14484E+00
1E-01,1.5E+00,3.5E+01,1.17067E+00
1E-01,1.5E+00,4E+01,1.19295E+00
1E-01,1.5E+00,4.5E+01,1.2123E+00
1E-01,1.5E+00,5E+01,1.22898E+00
1E-01,1.5E+00,6E+01,1.25577E+00
1E-01,1.5E+00,7E+01,1.27683E+00
1E-01,1.5E+00,8E+01,1.29444E+00
1E-01,1.5E+00,9E+01,1.31007E+00
1E-01,1.5E+00,1E+02,1.32176E+00
1E-01,1.5E+00,1.2E+02,1.34939E+00
1E-01,1.5E+00,1.4E+02,1.36966E+00
1E-01,1.5E+00,1.6E+02,1.38418E+00
1E-01,1.5E+00,1.8E+02,1.39514E+00
1E-01,1.5E+00,2E+02,1.40372E+00
1E-01,1.5E+00,3E+02,1.42931E+00
1E-01,1.5E+00,4E+02,1.44267E+00
1E-01,1.5E+00,5E+02,1.45042E+00
1E-01,1.5E+00,1E+03,1.45985E+00
1E-01,1.75E+00,0E+00,4.91077E-01
1E-01,1.75E+00,1E-05,4.91078E-01
1E-01,1.75E+00,1E-04,4.91086E-01
1E-01,1.75E+00,1E-03,4.91165E-01
1E-01,1.75E+00,1E-02,4.9196E-01
1E-01,1.75E+00,1E-01,4.99791E-01
1E-01,1.75E+00,2E-01,5.07861E-01
1E-01,1.75E+00,3E-01,5.1564E-01
1E-01,1.75E+00,4E-01,5.23133E-01
1E-01,1.75E+00,5E-01,5.30363E-01
1E-01,1.75E+00,6E-01,5.3737E-01
1E-01,1.75E+00,7E-01,5.44202E-01
1E-01,1.75E+00,8E-01,5.50893E-01
1E-01,1.75E+00,9E-01,5.5747E-01
1E-01,1.75E+00,1E+00,5.63953E-01
1E-01,1.75E+00,2E+00,6.22729E-01
1E-01,1.75E+00,3E+00,6.74557E-01
1E-01,1.75E+00,4E+00,7.20139E-01
1E-01,1.75E+00,5E+00,7.59749E-01
1E-01,1.75E+00,6E+00,7.9395E-01
1E-01,1.75E+00,7E+00,8.2399E-01
1E-01,1.75E+00,8E+00,8.50855E-01
1E-01,1.75E+00,9E+00,8.75262E-01
1E-01,1.75E+00,1E+01,8.97801E-01
1E-01,1.75E+00,1.2E+01,9.37558E-01
1E-01,1.75E+00,1.4E+01,9.69267E-01
1E-01,1.75E+00,1.6E+01,9.95075E-01
1E-01,1.75E+00,1.8E+01,1.01699E+00
1E-01,1.75E+00,2E+01,1.03623E+00
1E-01,1.75E+00,2.5E+01,1.07514E+00
1E-01,1.75E+00,3E+01,1.10758E+00
1E-01,1.75E+00,3.5E+01,1.1355E+00
1E-01,1.75E+00,4E+01,1.15964E+00
1E-01,1.75E+00,4.5E+01,1.18061E+00
1E-01,1.75E+00,5E+01,1.19871E+00
1E-01,1.75E+00,6E+01,1.22779E+00
1E-01,1.75E+00,7E+01,1.25066E+00
1E-01,1.75E+00,8E+01,1.2698E+00
1E-01,1.75E+00,9E+01,1.28681E+00
1E-01,1.75E+00,1E+02,1.30121E+00
1E-01,1.75E+00,1.2E+02,1.33077E+00
1E-01,1.75E+00,1.4E+02,1.3524E+00
1E-01,1.75E+00,1.6E+02,1.36786E+00
1E-01,1.75E+00,1.8E+02,1.37951E+00
1E-01,1.75E+00,2E+02,1.38859E+00
1E-01,1.75E+00,3E+02,1.41553E+00
1E-01,1.75E+00,4E+02,1.42948E+00
1E-01,1.75E+00,5E+02,1.43755E+00
1E-01,1.75E+00,1E+03,1.44753E+00
1E-01,2E+00,0E+00,4.62647E-01
1E-01,2E+00,1E-05,4.62647E-01
1E-01,2E+00,1E-04,4.62655E-01
1E-01,2E+00,1E-03,4.62727E-01
1E-01,2E+00,1E-02,4.63446E-01
1E-01,2E+00,1E-01,4.70536E-01
1E-01,2E+00,2E-01,4.77866E-01
1E-01,2E+00,3E-01,4.84942E-01
1E-01,2E+00,4E-01,4.91768E-01
1E-01,2E+00,5E-01,4.98367E-01
1E-01,2E+00,6E-01,5.04774E-01
1E-01,2E+00,7E-01,5.11035E-01
1E-01,2E+00,8E-01,5.17179E-01
1E-01,2E+00,9E-01,5.23234E-01
1E-01,2E+00,1E+00,5.29217E-01
