p,l,d,W
7.5E-01,4.5E+00,4.5E+01,6.01259E-01
7.5E-01,4.5E+00,5E+01,6.29067E-01
7.5E-01,4.5E+00,6E+01,6.74822E-01
7.5E-01,4.5E+00,7E+01,7.11237E-01
7.5E-01,4.5E+00,8E+01,7.41053E-01
7.5E-01,4.5E+00,9E+01,7.66051E-01
7.5E-01,4.5E+00,1E+02,7.92171E-01
7.5E-01,4.5E+00,1.2E+02,8.24423E-01
7.5E-01,4.5E+00,1.4E+02,8.4483E-01
7.5E-01,4.5E+00,1.6E+02,8.58673E-01
7.5E-01,4.5E+00,1.8E+02,8.69112E-01
7.5E-01,4.5E+00,2E+02,8.77542E-01
7.5E-01,4.5E+00,3E+02,9.0568E-01
7.5E-01,4.5E+00,4E+02,9.22124E-01
7.5E-01,4.5E+00,5E+02,9.31787E-01
7.5E-01,4.5E+00,1E+03,9.37964E-01
7.5E-01,5E+00,0E+00,7.76204E-02
7.5E-01,5E+00,1E-05,7.76205E-02
7.5E-01,5E+00,1E-04,7.76216E-02
7.5E-01,5E+00,1E-03,7.76327E-02
7.5E-01,5E+00,1E-02,7.7744E-02
7.5E-01,5E+00,1E-01,7.88658E-02
7.5E-01,5E+00,2E-01,8.0156E-02
7.5E-01,5E+00,3E-01,8.14711E-02
7.5E-01,5E+00,4E-01,8.28122E-02
7.5E-01,5E+00,5E-01,8.41786E-02
7.5E-01,5E+00,6E-01,8.5566E-02
7.5E-01,5E+00,7E-01,8.69664E-02
7.5E-01,5E+00,8E-01,8.83719E-02
7.5E-01,5E+00,9E-01,8.97771E-02
7.5E-01,5E+00,1E+00,9.11772E-02
7.5E-01,5E+00,2E+00,1.05689E-01
7.5E-01,5E+00,3E+00,1.20772E-01
7.5E-01,5E+00,4E+00,1.35814E-01
7.5E-01,5E+00,5E+00,1.50698E-01
7.5E-01,5E+00,6E+00,1.65421E-01
7.5E-01,5E+00,7E+00,1.80203E-01
7.5E-01,5E+00,8E+00,1.95215E-01
7.5E-01,5E+00,9E+00,2.10565E-01
7.5E-01,5E+00,1E+01,2.26339E-01
7.5E-01,5E+00,1.2E+01,2.58315E-01
7.5E-01,5E+00,1.4E+01,2.88237E-01
7.5E-01,5E+00,1.6E+01,3.15828E-01
7.5E-01,5E+00,1.8E+01,3.41586E-01
7.5E-01,5E+00,2E+01,3.65682E-01
7.5E-01,5E+00,2.5E+01,4.16962E-01
7.5E-01,5E+00,3E+01,4.62181E-01
7.5E-01,5E+00,3.5E+01,5.02527E-01
7.5E-01,5E+00,4E+01,5.38377E-01
7.5E-01,5E+00,4.5E+01,5.70293E-01
7.5E-01,5E+00,5E+01,5.98453E-01
7.5E-01,5E+00,6E+01,6.44983E-01
7.5E-01,5E+00,7E+01,6.8217E-01
7.5E-01,5E+00,8E+01,7.12681E-01
7.5E-01,5E+00,9E+01,7.38252E-01
7.5E-01,5E+00,1E+02,7.60101E-01
7.5E-01,5E+00,1.2E+02,7.93188E-01
7.5E-01,5E+00,1.4E+02,8.141E-01
7.5E-01,5E+00,1.6E+02,8.28333E-01
7.5E-01,5E+00,1.8E+02,8.39126E-01
7.5E-01,5E+00,2E+02,8.479E-01
7.5E-01,5E+00,3E+02,8.77605E-01
7.5E-01,5E+00,4E+02,8.95158E-01
7.5E-01,5E+00,5E+02,9.05454E-01
7.5E-01,5E+00,1E+03,9.11019E-01
8E-01,0E+00,0E+00,1.99497E-01
8E-01,0E+00,1E-05,1.99498E-01
8E-01,0E+00,1E-04,1.99504E-01
8E-01,0E+00,1E-03,1.99568E-01
8E-01,0E+00,1E-02,2.00207E-01
8E-01,0E+00,1E-01,2.0655E-01
8E-01,0E+00,2E-01,2.13308E-01
8E-01,0E+00,3E-01,2.19995E-01
8E-01,0E+00,4E-01,2.26625E-01
8E-01,0E+00,5E-01,2.33213E-01
8E-01,0E+00,6E-01,2.39768E-01
8E-01,0E+00,7E-01,2.46279E-01
8E-01,0E+00,8E-01,2.52726E-01
8E-01,0E+00,9E-01,2.59099E-01
8E-01,0E+00,1E+00,2.65388E-01
8E-01,0E+00,2E+00,3.28634E-01
8E-01,0E+00,3E+00,3.92178E-01
8E-01,0E+00,4E+00,4.51851E-01
8E-01,0E+00,5E+00,5.06374E-01
8E-01,0E+00,6E+00,5.55263E-01
8E-01,0E+00,7E+00,5.99229E-01
8E-01,0E+00,8E+00,6.38956E-01
8E-01,0E+00,9E+00,6.74911E-01
8E-01,0E+00,1E+01,7.07461E-01
8E-01,0E+00,1.2E+01,7.60731E-01
8E-01,0E+00,1.4E+01,7.96309E-01
8E-01,0E+00,1.6E+01,8.1983E-01
8E-01,0E+00,1.8E+01,8.36054E-01
8E-01,0E+00,2E+01,8.47885E-01
8E-01,0E+00,2.5E+01,8.6987E-01
8E-01,0E+00,3E+01,8.84714E-01
8E-01,0E+00,3.5E+01,8.95706E-01
8E-01,0E+00,4E+01,9.04189E-01
8E-01,0E+00,4.5E+01,9.10962E-01
8E-01,0E+00,5E+01,9.16461E-01
8E-01,0E+00,6E+01,9.24751E-01
8E-01,0E+00,7E+01,9.30571E-01
8E-01,0E+00,8E+01,9.347E-01
8E-01,0E+00,9E+01,9.37634E-01
8E-01,0E+00,1E+02,9.3697E-01
8E-01,0E+00,1.2E+02,9.39328E-01
8E-01,0E+00,1.4E+02,9.40191E-01
8E-01,0E+00,1.6E+02,9.40483E-01
8E-01,0E+00,1.8E+02,9.40563E-01
8E-01,0E+00,2E+02,9.40563E-01
8E-01,0E+00,3E+02,9.40301E-01
8E-01,0E+00,4E+02,9.39927E-01
8E-01,0E+00,5E+02,9.39545E-01
8E-01,0E+00,1E+03,9.37799E-01
8E-01,2.5E-02,0E+00,1.96725E-01
8E-01,2.5E-02,1E-05,1.96726E-01
8E-01,2.5E-02,1E-04,1.96732E-01
8E-01,2.5E-02,1E-03,1.96795E-01
8E-01,2.5E-02,1E-02,1.97424E-01
8E-01,2.5E-02,1E-01,2.03665E-01
8E-01,2.5E-02,2E-01,2.10317E-01
8E-01,2.5E-02,3E-01,2.16901E-01
8E-01,2.5E-02,4E-01,2.23429E-01
8E-01,2.5E-02,5E-01,2.29915E-01
8E-01,2.5E-02,6E-01,2.36369E-01
8E-01,2.5E-02,7E-01,2.42778E-01
8E-01,2.5E-02,8E-01,2.49126E-01
8E-01,2.5E-02,9E-01,2.55402E-01
8E-01,2.5E-02,1E+00,2.61595E-01
8E-01,2.5E-02,2E+00,3.2389E-01
8E-01,2.5E-02,3E+00,3.86507E-01
8E-01,2.5E-02,4E+00,4.45427E-01
8E-01,2.5E-02,5E+00,4.99417E-01
8E-01,2.5E-02,6E+00,5.48009E-01
8E-01,2.5E-02,7E+00,5.91882E-01
8E-01,2.5E-02,8E+00,6.31684E-01
8E-01,2.5E-02,9E+00,6.67849E-01
8E-01,2.5E-02,1E+01,7.00718E-01
8E-01,2.5E-02,1.2E+01,7.54843E-01
8E-01,2.5E-02,1.4E+01,7.91356E-01
8E-01,2.5E-02,1.6E+01,8.1578E-01
8E-01,2.5E-02,1.8E+01,8.32863E-01
8E-01,2.5E-02,2E+01,8.45509E-01
8E-01,2.5E-02,2.5E+01,8.69393E-01
8E-01,2.5E-02,3E+01,8.85902E-01
8E-01,2.5E-02,3.5E+01,8.98335E-01
8E-01,2.5E-02,4E+01,9.08038E-01
8E-01,2.5E-02,4.5E+01,9.15825E-01
8E-01,2.5E-02,5E+01,9.22135E-01
8E-01,2.5E-02,6E+01,9.31527E-01
8E-01,2.5E-02,7E+01,9.3799E-01
8E-01,2.5E-02,8E+01,9.42489E-01
8E-01,2.5E-02,9E+01,9.45638E-01
8E-01,2.5E-02,1E+02,9.49429E-01
8E-01,2.5E-02,1.2E+02,9.51889E-01
8E-01,2.5E-02,1.4E+02,9.52828E-01
8E-01,2.5E-02,1.6E+02,9.53195E-01
8E-01,2.5E-02,1.8E+02,9.53358E-01
8E-01,2.5E-02,2E+02,9.53446E-01
8E-01,2.5E-02,3E+02,9.53626E-01
8E-01,2.5E-02,4E+02,9.53575E-01
8E-01,2.5E-02,5E+02,9.53371E-01
8E-01,2.5E-02,1E+03,9.51308E-01
8E-01,5E-02,0E+00,1.94067E-01
8E-01,5E-02,1E-05,1.94068E-01
8E-01,5E-02,1E-04,1.94074E-01
8E-01,5E-02,1E-03,1.94136E-01
8E-01,5E-02,1E-02,1.94755E-01
8E-01,5E-02,1E-01,2.00901E-01
8E-01,5E-02,2E-01,2.07451E-01
8E-01,5E-02,3E-01,2.13934E-01
8E-01,5E-02,4E-01,2.20362E-01
8E-01,5E-02,5E-01,2.26748E-01
8E-01,5E-02,6E-01,2.33102E-01
8E-01,5E-02,7E-01,2.39413E-01
8E-01,5E-02,8E-01,2.45663E-01
8E-01,5E-02,9E-01,2.51843E-01
8E-01,5E-02,1E+00,2.57943E-01
8E-01,5E-02,2E+00,3.19282E-01
8E-01,5E-02,3E+00,3.80944E-01
8E-01,5E-02,4E+00,4.39068E-01
8E-01,5E-02,5E+00,4.92477E-01
8E-01,5E-02,6E+00,5.40721E-01
8E-01,5E-02,7E+00,5.84453E-01
8E-01,5E-02,8E+00,6.24284E-01
8E-01,5E-02,9E+00,6.6062E-01
8E-01,5E-02,1E+01,6.93776E-01
8E-01,5E-02,1.2E+01,7.48712E-01
8E-01,5E-02,1.4E+01,7.86135E-01
8E-01,5E-02,1.6E+01,8.11448E-01
8E-01,5E-02,1.8E+01,8.29382E-01
8E-01,5E-02,2E+01,8.42838E-01
8E-01,5E-02,2.5E+01,8.68569E-01
8E-01,5E-02,3E+01,8.86694E-01
8E-01,5E-02,3.5E+01,9.00526E-01
8E-01,5E-02,4E+01,9.11414E-01
8E-01,5E-02,4.5E+01,9.20187E-01
8E-01,5E-02,5E+01,9.27291E-01
8E-01,5E-02,6E+01,9.37771E-01
8E-01,5E-02,7E+01,9.44883E-01
8E-01,5E-02,8E+01,9.49766E-01
8E-01,5E-02,9E+01,9.53149E-01
8E-01,5E-02,1E+02,9.58414E-01
8E-01,5E-02,1.2E+02,9.61089E-01
8E-01,5E-02,1.4E+02,9.62181E-01
8E-01,5E-02,1.6E+02,9.6267E-01
8E-01,5E-02,1.8E+02,9.62939E-01
8E-01,5E-02,2E+02,9.63125E-01
8E-01,5E-02,3E+02,9.63709E-01
8E-01,5E-02,4E+02,9.63934E-01
8E-01,5E-02,5E+02,9.63891E-01
8E-01,5E-02,1E+03,9.61797E-01
8E-01,7.5E-02,0E+00,1.91494E-01
8E-01,7.5E-02,1E-05,1.91495E-01
8E-01,7.5E-02,1E-04,1.91501E-01
8E-01,7.5E-02,1E-03,1.91562E-01
8E-01,7.5E-02,1E-02,1.92171E-01
8E-01,7.5E-02,1E-01,1.98225E-01
8E-01,7.5E-02,2E-01,2.04676E-01
8E-01,7.5E-02,3E-01,2.11061E-01
8E-01,7.5E-02,4E-01,2.17391E-01
8E-01,7.5E-02,5E-01,2.2368E-01
8E-01,7.5E-02,6E-01,2.29936E-01
8E-01,7.5E-02,7E-01,2.36149E-01
8E-01,7.5E-02,8E-01,2.42304E-01
8E-01,7.5E-02,9E-01,2.4839E-01
8E-01,7.5E-02,1E+00,2.54398E-01
8E-01,7.5E-02,2E+00,3.14791E-01
8E-01,7.5E-02,3E+00,3.75491E-01
8E-01,7.5E-02,4E+00,4.32807E-01
8E-01,7.5E-02,5E+00,4.85616E-01
8E-01,7.5E-02,6E+00,5.3349E-01
8E-01,7.5E-02,7E+00,5.77053E-01
8E-01,7.5E-02,8E+00,6.16883E-01
8E-01,7.5E-02,9E+00,6.53357E-01
8E-01,7.5E-02,1E+01,6.86765E-01
8E-01,7.5E-02,1.2E+01,7.42441E-01
8E-01,7.5E-02,1.4E+01,7.8072E-01
8E-01,7.5E-02,1.6E+01,8.06885E-01
8E-01,7.5E-02,1.8E+01,8.25639E-01
8E-01,7.5E-02,2E+01,8.39877E-01
8E-01,7.5E-02,2.5E+01,8.67366E-01
8E-01,7.5E-02,3E+01,8.8703E-01
8E-01,7.5E-02,3.5E+01,9.02194E-01
8E-01,7.5E-02,4E+01,9.14213E-01
8E-01,7.5E-02,4.5E+01,9.23932E-01
8E-01,7.5E-02,5E+01,9.318E-01
8E-01,7.5E-02,6E+01,9.43341E-01
8E-01,7.5E-02,7E+01,9.51099E-01
8E-01,7.5E-02,8E+01,9.56378E-01
8E-01,7.5E-02,9E+01,9.60012E-01
8E-01,7.5E-02,1E+02,9.64444E-01
8E-01,7.5E-02,1.2E+02,9.67427E-01
8E-01,7.5E-02,1.4E+02,9.68736E-01
8E-01,7.5E-02,1.6E+02,9.69383E-01
8E-01,7.5E-02,1.8E+02,9.69778E-01
8E-01,7.5E-02,2E+02,9.7007E-01
8E-01,7.5E-02,3E+02,9.71029E-01
8E-01,7.5E-02,4E+02,9.7149E-01
8E-01,7.5E-02,5E+02,9.71599E-01
8E-01,7.5E-02,1E+03,9.69703E-01
8E-01,1E-01,0E+00,1.88999E-01
8E-01,1E-01,1E-05,1.88999E-01
8E-01,1E-01,1E-04,1.89005E-01
8E-01,1E-01,1E-03,1.89065E-01
8E-01,1E-01,1E-02,1.89666E-01
8E-01,1E-01,1E-01,1.95629E-01
8E-01,1E-01,2E-01,2.01985E-01
8E-01,1E-01,3E-01,2.08275E-01
8E-01,1E-01,4E-01,2.1451E-01
8E-01,1E-01,5E-01,2.20703E-01
8E-01,1E-01,6E-01,2.26864E-01
8E-01,1E-01,7E-01,2.32981E-01
8E-01,1E-01,8E-01,2.39042E-01
8E-01,1E-01,9E-01,2.45036E-01
8E-01,1E-01,1E+00,2.50955E-01
8E-01,1E-01,2E+00,3.10419E-01
8E-01,1E-01,3E+00,3.70167E-01
8E-01,1E-01,4E+00,4.2668E-01
8E-01,1E-01,5E+00,4.78888E-01
8E-01,1E-01,6E+00,5.26385E-01
8E-01,1E-01,7E+00,5.69765E-01
8E-01,1E-01,8E+00,6.09572E-01
8E-01,1E-01,9E+00,6.46153E-01
8E-01,1E-01,1E+01,6.79772E-01
8E-01,1E-01,1.2E+01,7.36094E-01
8E-01,1E-01,1.4E+01,7.7515E-01
8E-01,1E-01,1.6E+01,8.02104E-01
8E-01,1E-01,1.8E+01,8.21629E-01
8E-01,1E-01,2E+01,8.36606E-01
8E-01,1E-01,2.5E+01,8.65727E-01
8E-01,1E-01,3E+01,8.86822E-01
8E-01,1E-01,3.5E+01,9.0323E-01
8E-01,1E-01,4E+01,9.16308E-01
8E-01,1E-01,4.5E+01,9.26916E-01
8E-01,1E-01,5E+01,9.35509E-01
8E-01,1E-01,6E+01,9.48069E-01
8E-01,1E-01,7E+01,9.56466E-01
8E-01,1E-01,8E+01,9.62152E-01
8E-01,1E-01,9E+01,9.66055E-01
8E-01,1E-01,1E+02,9.68437E-01
8E-01,1E-01,1.2E+02,9.71791E-01
8E-01,1E-01,1.4E+02,9.73357E-01
8E-01,1E-01,1.6E+02,9.74186E-01
8E-01,1E-01,1.8E+02,9.74719E-01
8E-01,1E-01,2E+02,9.75121E-01
8E-01,1E-01,3E+02,9.76436E-01
8E-01,1E-01,4E+02,9.77111E-01
8E-01,1E-01,5E+02,9.77364E-01
8E-01,1E-01,1E+03,9.75818E-01
8E-01,2E-01,0E+00,1.79896E-01
8E-01,2E-01,1E-05,1.79897E-01
8E-01,2E-01,1E-04,1.79902E-01
8E-01,2E-01,1E-03,1.79959E-01
8E-01,2E-01,1E-02,1.80526E-01
8E-01,2E-01,1E-01,1.86158E-01
8E-01,2E-01,2E-01,1.92163E-01
8E-01,2E-01,3E-01,1.981E-01
8E-01,2E-01,4E-01,2.03981E-01
8E-01,2E-01,5E-01,2.09819E-01
8E-01,2E-01,6E-01,2.15622E-01
8E-01,2E-01,7E-01,2.21385E-01
8E-01,2E-01,8E-01,2.27096E-01
8E-01,2E-01,9E-01,2.32749E-01
8E-01,2E-01,1E+00,2.38336E-01
8E-01,2E-01,2E+00,2.9432E-01
8E-01,2E-01,3E+00,3.50471E-01
8E-01,2E-01,4E+00,4.03933E-01
8E-01,2E-01,5E+00,4.53844E-01
8E-01,2E-01,6E+00,4.99859E-01
8E-01,2E-01,7E+00,5.4243E-01
8E-01,2E-01,8E+00,5.81948E-01
8E-01,2E-01,9E+00,6.18631E-01
8E-01,2E-01,1E+01,6.52633E-01
8E-01,2E-01,1.2E+01,7.10368E-01
8E-01,2E-01,1.4E+01,7.51514E-01
8E-01,2E-01,1.6E+01,7.80829E-01
8E-01,2E-01,1.8E+01,8.02777E-01
8E-01,2E-01,2E+01,8.20139E-01
8E-01,2E-01,2.5E+01,8.54207E-01
8E-01,2E-01,3E+01,8.79701E-01
8E-01,2E-01,3.5E+01,8.99982E-01
8E-01,2E-01,4E+01,9.1641E-01
8E-01,2E-01,4.5E+01,9.29884E-01
8E-01,2E-01,5E+01,9.40867E-01
8E-01,2E-01,6E+01,9.56971E-01
8E-01,2E-01,7E+01,9.67794E-01
8E-01,2E-01,8E+01,9.75201E-01
8E-01,2E-01,9E+01,9.80382E-01
8E-01,2E-01,1E+02,9.75724E-01
8E-01,2E-01,1.2E+02,9.80858E-01
8E-01,2E-01,1.4E+02,9.83596E-01
8E-01,2E-01,1.6E+02,9.85216E-01
8E-01,2E-01,1.8E+02,9.86329E-01
8E-01,2E-01,2E+02,9.87177E-01
8E-01,2E-01,3E+02,9.89838E-01
8E-01,2E-01,4E+02,9.91294E-01
8E-01,2E-01,5E+02,9.92113E-01
8E-01,2E-01,1E+03,9.92498E-01
8E-01,3E-01,0E+00,1.72156E-01
8E-01,3E-01,1E-05,1.72156E-01
8E-01,3E-01,1E-04,1.72162E-01
8E-01,3E-01,1E-03,1.72215E-01
8E-01,3E-01,1E-02,1.72754E-01
8E-01,3E-01,1E-01,1.78096E-01
8E-01,3E-01,2E-01,1.83796E-01
8E-01,3E-01,3E-01,1.89425E-01
8E-01,3E-01,4E-01,1.94994E-01
8E-01,3E-01,5E-01,2.00517E-01
8E-01,3E-01,6E-01,2.06004E-01
8E-01,3E-01,7E-01,2.11452E-01
8E-01,3E-01,8E-01,2.16853E-01
8E-01,3E-01,9E-01,2.22203E-01
8E-01,3E-01,1E+00,2.27497E-01
8E-01,3E-01,2E+00,2.80364E-01
8E-01,3E-01,3E+00,3.33262E-01
8E-01,3E-01,4E+00,3.83954E-01
8E-01,3E-01,5E+00,4.31741E-01
8E-01,3E-01,6E+00,4.76313E-01
8E-01,3E-01,7E+00,5.17956E-01
8E-01,3E-01,8E+00,5.56894E-01
8E-01,3E-01,9E+00,5.93217E-01
8E-01,3E-01,1E+01,6.26964E-01
8E-01,3E-01,1.2E+01,6.84524E-01
8E-01,3E-01,1.4E+01,7.26362E-01
8E-01,3E-01,1.6E+01,7.56919E-01
8E-01,3E-01,1.8E+01,7.80345E-01
8E-01,3E-01,2E+01,7.99263E-01
8E-01,3E-01,2.5E+01,8.36071E-01
8E-01,3E-01,3E+01,8.64104E-01
8E-01,3E-01,3.5E+01,8.86709E-01
8E-01,3E-01,4E+01,9.05229E-01
8E-01,3E-01,4.5E+01,9.20581E-01
8E-01,3E-01,5E+01,9.33226E-01
8E-01,3E-01,6E+01,9.5207E-01
8E-01,3E-01,7E+01,9.65079E-01
8E-01,3E-01,8E+01,9.74277E-01
8E-01,3E-01,9E+01,9.80956E-01
8E-01,3E-01,1E+02,9.76864E-01
8E-01,3E-01,1.2E+02,9.83958E-01
8E-01,3E-01,1.4E+02,9.87908E-01
8E-01,3E-01,1.6E+02,9.90318E-01
8E-01,3E-01,1.8E+02,9.91997E-01
8E-01,3E-01,2E+02,9.93279E-01
8E-01,3E-01,3E+02,9.97248E-01
8E-01,3E-01,4E+02,9.99474E-01
8E-01,3E-01,5E+02,1.00087E+00
8E-01,3E-01,1E+03,1.0033E+00
8E-01,4E-01,0E+00,1.65465E-01
8E-01,4E-01,1E-05,1.65466E-01
8E-01,4E-01,1E-04,1.65471E-01
8E-01,4E-01,1E-03,1.65522E-01
8E-01,4E-01,1E-02,1.66035E-01
8E-01,4E-01,1E-01,1.71123E-01
8E-01,4E-01,2E-01,1.76553E-01
8E-01,4E-01,3E-01,1.81906E-01
8E-01,4E-01,4E-01,1.87195E-01
8E-01,4E-01,5E-01,1.92436E-01
8E-01,4E-01,6E-01,1.9764E-01
8E-01,4E-01,7E-01,2.02807E-01
8E-01,4E-01,8E-01,2.07932E-01
8E-01,4E-01,9E-01,2.13011E-01
8E-01,4E-01,1E+00,2.18042E-01
8E-01,4E-01,2E+00,2.68094E-01
8E-01,4E-01,3E+00,3.18056E-01
8E-01,4E-01,4E+00,3.66218E-01
8E-01,4E-01,5E+00,4.12013E-01
8E-01,4E-01,6E+00,4.55146E-01
8E-01,4E-01,7E+00,4.95745E-01
8E-01,4E-01,8E+00,5.33884E-01
8E-01,4E-01,9E+00,5.69537E-01
8E-01,4E-01,1E+01,6.02645E-01
8E-01,4E-01,1.2E+01,6.59145E-01
8E-01,4E-01,1.4E+01,7.00862E-01
8E-01,4E-01,1.6E+01,7.31966E-01
8E-01,4E-01,1.8E+01,7.56259E-01
8E-01,4E-01,2E+01,7.7618E-01
8E-01,4E-01,2.5E+01,8.14361E-01
8E-01,4E-01,3E+01,8.43768E-01
8E-01,4E-01,3.5E+01,8.6771E-01
8E-01,4E-01,4E+01,8.87514E-01
8E-01,4E-01,4.5E+01,9.04092E-01
8E-01,4E-01,5E+01,9.17902E-01
8E-01,4E-01,6E+01,9.38892E-01
8E-01,4E-01,7E+01,9.53834E-01
8E-01,4E-01,8E+01,9.64765E-01
8E-01,4E-01,9E+01,9.72988E-01
8E-01,4E-01,1E+02,9.73956E-01
8E-01,4E-01,1.2E+02,9.83013E-01
8E-01,4E-01,1.4E+02,9.88146E-01
8E-01,4E-01,1.6E+02,9.91318E-01
8E-01,4E-01,1.8E+02,9.93545E-01
8E-01,4E-01,2E+02,9.9525E-01
8E-01,4E-01,3E+02,1.00054E+00
8E-01,4E-01,4E+02,1.00356E+00
8E-01,4E-01,5E+02,1.00553E+00
8E-01,4E-01,1E+03,1.00979E+00
8E-01,5E-01,0E+00,1.59469E-01
8E-01,5E-01,1E-05,1.5947E-01
8E-01,5E-01,1E-04,1.59475E-01
8E-01,5E-01,1E-03,1.59524E-01
8E-01,5E-01,1E-02,1.60013E-01
8E-01,5E-01,1E-01,1.64868E-01
8E-01,5E-01,2E-01,1.70049E-01
8E-01,5E-01,3E-01,1.75149E-01
8E-01,5E-01,4E-01,1.80183E-01
8E-01,5E-01,5E-01,1.85166E-01
8E-01,5E-01,6E-01,1.90113E-01
8E-01,5E-01,7E-01,1.95025E-01
8E-01,5E-01,8E-01,1.99897E-01
8E-01,5E-01,9E-01,2.0473E-01
8E-01,5E-01,1E+00,2.09518E-01
8E-01,5E-01,2E+00,2.57004E-01
8E-01,5E-01,3E+00,3.04309E-01
8E-01,5E-01,4E+00,3.50143E-01
8E-01,5E-01,5E+00,3.94037E-01
8E-01,5E-01,6E+00,4.35711E-01
8E-01,5E-01,7E+00,4.7517E-01
8E-01,5E-01,8E+00,5.12379E-01
8E-01,5E-01,9E+00,5.47226E-01
8E-01,5E-01,1E+01,5.79576E-01
8E-01,5E-01,1.2E+01,6.34839E-01
8E-01,5E-01,1.4E+01,6.762E-01
8E-01,5E-01,1.6E+01,7.07579E-01
8E-01,5E-01,1.8E+01,7.32456E-01
8E-01,5E-01,2E+01,7.53099E-01
8E-01,5E-01,2.5E+01,7.92116E-01
8E-01,5E-01,3E+01,8.22414E-01
8E-01,5E-01,3.5E+01,8.47268E-01
8E-01,5E-01,4E+01,8.67985E-01
8E-01,5E-01,4.5E+01,8.85474E-01
8E-01,5E-01,5E+01,9.00189E-01
8E-01,5E-01,6E+01,9.22943E-01
8E-01,5E-01,7E+01,9.39565E-01
8E-01,5E-01,8E+01,9.52056E-01
8E-01,5E-01,9E+01,9.61704E-01
8E-01,5E-01,1E+02,9.68653E-01
8E-01,5E-01,1.2E+02,9.79505E-01
8E-01,5E-01,1.4E+02,9.85728E-01
8E-01,5E-01,1.6E+02,9.89616E-01
8E-01,5E-01,1.8E+02,9.9237E-01
8E-01,5E-01,2E+02,9.94495E-01
8E-01,5E-01,3E+02,1.00118E+00
8E-01,5E-01,4E+02,1.00505E+00
8E-01,5E-01,5E+02,1.0076E+00
8E-01,5E-01,1E+03,1.01319E+00
8E-01,6E-01,0E+00,1.53877E-01
8E-01,6E-01,1E-05,1.53877E-01
8E-01,6E-01,1E-04,1.53882E-01
8E-01,6E-01,1E-03,1.53929E-01
8E-01,6E-01,1E-02,1.54396E-01
8E-01,6E-01,1E-01,1.5903E-01
8E-01,6E-01,2E-01,1.63973E-01
8E-01,6E-01,3E-01,1.68835E-01
8E-01,6E-01,4E-01,1.73629E-01
8E-01,6E-01,5E-01,1.78373E-01
8E-01,6E-01,6E-01,1.83081E-01
8E-01,6E-01,7E-01,1.87756E-01
8E-01,6E-01,8E-01,1.92394E-01
8E-01,6E-01,9E-01,1.96995E-01
8E-01,6E-01,1E+00,2.01555E-01
8E-01,6E-01,2E+00,2.46673E-01
8E-01,6E-01,3E+00,2.91563E-01
8E-01,6E-01,4E+00,3.35228E-01
8E-01,6E-01,5E+00,3.7728E-01
8E-01,6E-01,6E+00,4.17462E-01
8E-01,6E-01,7E+00,4.55715E-01
8E-01,6E-01,8E+00,4.91941E-01
8E-01,6E-01,9E+00,5.25981E-01
8E-01,6E-01,1E+01,5.57661E-01
8E-01,6E-01,1.2E+01,6.12032E-01
8E-01,6E-01,1.4E+01,6.53238E-01
8E-01,6E-01,1.6E+01,6.84935E-01
8E-01,6E-01,1.8E+01,7.10368E-01
8E-01,6E-01,2E+01,7.31661E-01
8E-01,6E-01,2.5E+01,7.71608E-01
8E-01,6E-01,3E+01,8.02833E-01
8E-01,6E-01,3.5E+01,8.28597E-01
8E-01,6E-01,4E+01,8.50198E-01
8E-01,6E-01,4.5E+01,8.68544E-01
8E-01,6E-01,5E+01,8.84085E-01
8E-01,6E-01,6E+01,9.08399E-01
8E-01,6E-01,7E+01,9.26461E-01
8E-01,6E-01,8E+01,9.40267E-01
8E-01,6E-01,9E+01,9.51104E-01
8E-01,6E-01,1E+02,9.62255E-01
8E-01,6E-01,1.2E+02,9.7462E-01
8E-01,6E-01,1.4E+02,9.81794E-01
8E-01,6E-01,1.6E+02,9.86336E-01
8E-01,6E-01,1.8E+02,9.89595E-01
8E-01,6E-01,2E+02,9.92138E-01
8E-01,6E-01,3E+02,1.0003E+00
8E-01,6E-01,4E+02,1.00511E+00
8E-01,6E-01,5E+02,1.00823E+00
8E-01,6E-01,1E+03,1.01443E+00
8E-01,7E-01,0E+00,1.48609E-01
8E-01,7E-01,1E-05,1.4861E-01
8E-01,7E-01,1E-04,1.48614E-01
8E-01,7E-01,1E-03,1.48659E-01
8E-01,7E-01,1E-02,1.49104E-01
8E-01,7E-01,1E-01,1.53525E-01
8E-01,7E-01,2E-01,1.58241E-01
8E-01,7E-01,3E-01,1.62877E-01
8E-01,7E-01,4E-01,1.67447E-01
8E-01,7E-01,5E-01,1.71968E-01
8E-01,7E-01,6E-01,1.76453E-01
8E-01,7E-01,7E-01,1.80906E-01
8E-01,7E-01,8E-01,1.85324E-01
8E-01,7E-01,9E-01,1.89706E-01
8E-01,7E-01,1E+00,1.94051E-01
8E-01,7E-01,2E+00,2.36978E-01
8E-01,7E-01,3E+00,2.7966E-01
8E-01,7E-01,4E+00,3.21294E-01
8E-01,7E-01,5E+00,3.61559E-01
8E-01,7E-01,6E+00,4.0023E-01
8E-01,7E-01,7E+00,4.37237E-01
8E-01,7E-01,8E+00,4.72459E-01
8E-01,7E-01,9E+00,5.05722E-01
8E-01,7E-01,1E+01,5.3684E-01
8E-01,7E-01,1.2E+01,5.90694E-01
8E-01,7E-01,1.4E+01,6.31986E-01
